Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,101.62000274658203,101.87999725341797,101.2300033569336,101.87999725341797,96.01628112792969,1885300
2020-01-03,100.93000030517578,101.55000305175781,100.70999908447266,101.22000122070312,95.39427185058594,826800
2020-01-06,100.62000274658203,101.4800033569336,100.51000213623047,101.45999908447266,95.62047576904297,767600
2020-01-07,101.30000305175781,101.52999877929688,101.05000305175781,101.31999969482422,95.48851776123047,3601600
2020-01-08,101.33999633789062,102.19999694824219,101.27999877929688,101.7300033569336,95.87492370605469,701900
2020-01-09,102.33000183105469,102.55999755859375,102.19000244140625,102.55999755859375,96.65715026855469,1218200
2020-01-10,102.76000213623047,102.9800033569336,102.27999877929688,102.41999816894531,96.52520751953125,676700
2020-01-13,102.7300033569336,103.2699966430664,102.55000305175781,103.2699966430664,97.3262710571289,718700
2020-01-14,103.2300033569336,103.5,102.97000122070312,103.12000274658203,97.18492889404297,1070900
2020-01-15,103.12000274658203,103.66000366210938,103.08999633789062,103.43000030517578,97.4770736694336,1140300
2020-01-16,103.97000122070312,104.27999877929688,103.8499984741211,104.2699966430664,98.26871490478516,911500
2020-01-17,104.55000305175781,104.61000061035156,104.29000091552734,104.55999755859375,98.54204559326172,721700
2020-01-21,104.2699966430664,104.56999969482422,104.12000274658203,104.27999877929688,98.27813720703125,947400
2020-01-22,104.51000213623047,104.87999725341797,104.25,104.33999633789062,98.33468627929688,912300
2020-01-23,104.16999816894531,104.27999877929688,103.58000183105469,104.23999786376953,98.24044036865234,865300
2020-01-24,104.47000122070312,104.47000122070312,102.80000305175781,103.16000366210938,97.22264099121094,903100
2020-01-27,101.4000015258789,102.0199966430664,101.20999908447266,101.44999694824219,95.61103820800781,1150300
2020-01-28,102.0199966430664,102.6500015258789,101.63999938964844,102.36000061035156,96.46866607666016,909100
2020-01-29,102.86000061035156,103.12999725341797,102.2699966430664,102.5,96.60060119628906,684200
2020-01-30,101.72000122070312,102.69999694824219,101.33000183105469,102.63999938964844,96.73255157470703,925100
2020-01-31,102.20999908447266,102.20999908447266,100.05000305175781,100.30999755859375,94.5366439819336,957400
2020-02-03,101.01000213623047,101.94999694824219,100.94999694824219,101.30999755859375,95.4791030883789,1121600
2020-02-04,102.52999877929688,103.16999816894531,102.44000244140625,102.80000305175781,96.88334655761719,680100
