Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,114.30000305175781,116.36199951171875,114.30000305175781,116.36199951171875,116.08238220214844,6000
2020-01-03,116.05000305175781,116.5999984741211,116.0,116.26699829101562,115.98760223388672,14700
2020-01-06,116.33399963378906,117.69400024414062,116.33399963378906,117.69400024414062,117.41118621826172,2900
2020-01-07,117.80000305175781,118.66000366210938,117.66000366210938,118.31700134277344,118.03267669677734,11900
2020-01-08,117.80999755859375,120.30999755859375,117.80999755859375,119.75,119.46223449707031,9300
2020-01-09,121.29000091552734,121.29000091552734,119.87999725341797,120.66000366210938,120.37004852294922,12300
2020-01-10,121.3499984741211,121.3499984741211,119.80000305175781,120.22000122070312,119.93109893798828,18200
2020-01-13,121.06999969482422,122.5999984741211,121.06999969482422,122.31300354003906,122.01907348632812,7000
2020-01-14,123.4000015258789,123.4000015258789,121.53500366210938,122.12999725341797,121.83651733398438,17700
2020-01-15,122.13999938964844,124.01000213623047,122.13999938964844,122.75,122.45502471923828,13500
2020-01-16,123.79299926757812,124.05000305175781,123.47000122070312,123.78099822998047,123.4835433959961,7500
2020-01-17,124.66999816894531,124.66999816894531,123.33000183105469,123.56300354003906,123.26607513427734,9900
2020-01-21,123.44999694824219,123.55999755859375,122.5999984741211,122.71099853515625,122.41612243652344,10300
2020-01-22,123.75,124.02799987792969,122.24199676513672,122.24199676513672,121.94823455810547,10200
2020-01-23,122.23999786376953,122.55000305175781,121.17500305175781,122.38099670410156,122.08690643310547,9700
2020-01-24,123.61000061035156,123.61000061035156,120.54000091552734,121.2699966430664,120.97857666015625,9200
2020-01-27,119.7300033569336,119.7300033569336,116.7300033569336,118.9000015258789,118.61427307128906,14500
2020-01-28,119.78600311279297,120.9000015258789,119.78600311279297,120.88999938964844,120.59949493408203,2100
2020-01-29,121.9000015258789,121.9000015258789,120.447998046875,120.93599700927734,120.6453857421875,4800
2020-01-30,120.22000122070312,121.0,119.1760025024414,120.98999786376953,120.69925689697266,5400
2020-01-31,119.33999633789062,119.3499984741211,118.28399658203125,118.73999786376953,118.45465850830078,11500
2020-02-03,118.63999938964844,120.5199966430664,118.63999938964844,120.5199966430664,120.2303695678711,1800
2020-02-04,122.0199966430664,124.25,122.0199966430664,124.12999725341797,123.83170318603516,4500
2020-02-05,125.80999755859375,125.80999755859375,121.25,121.47000122070312,121.1781005859375,10000
2020-02-06,122.37999725341797,123.25,121.44999694824219,122.89900207519531,122.60365295410156,4700
2020-02-07,122.4800033569336,123.0469970703125,122.16999816894531,122.41999816894531,122.12582397460938,3600
2020-02-10,122.5199966430664,124.19999694824219,122.42500305175781,124.19999694824219,123.90152740478516,13500
2020-02-11,124.80999755859375,125.18000030517578,123.81999969482422,123.97000122070312,123.67208862304688,4700
2020-02-12,124.0999984741211,125.27300262451172,123.95999908447266,125.27300262451172,124.97196197509766,12600
2020-02-13,124.96399688720703,125.56600189208984,124.96399688720703,125.20999908447266,124.90911102294922,2900
2020-02-14,125.55000305175781,125.55000305175781,125.11000061035156,125.3290023803711,125.02783203125,1300
2020-02-18,125.12799835205078,125.2760009765625,124.7300033569336,125.21800231933594,124.91709899902344,4500
2020-02-19,126.44999694824219,127.08999633789062,125.47000122070312,126.89199829101562,126.58706665039062,6200
2020-02-20,127.81500244140625,128.10000610351562,125.0,126.76699829101562,126.4623794555664,4200
2020-02-21,125.9000015258789,125.9000015258789,123.08000183105469,123.66000366210938,123.36283874511719,6800
2020-02-24,118.19000244140625,120.5,116.76000213623047,119.83999633789062,119.55201721191406,10100
2020-02-25,120.94999694824219,121.33999633789062,116.40399932861328,116.8499984741211,116.56919860839844,11100
2020-02-26,116.94999694824219,119.56900024414062,116.80400085449219,116.80400085449219,116.5233154296875,7500
2020-02-27,113.30999755859375,116.46800231933594,112.02999877929688,113.05999755859375,112.7883071899414,6700
2020-02-28,108.91999816894531,113.66000366210938,108.91999816894531,113.61000061035156,113.33699798583984,15400
2020-03-02,115.94999694824219,116.03700256347656,114.01000213623047,116.03700256347656,115.75816345214844,11800
2020-03-03,117.1500015258789,117.9800033569336,111.9469985961914,113.71700286865234,113.4437255859375,5700
2020-03-04,116.62000274658203,117.2239990234375,115.24800109863281,117.2239990234375,116.94229888916016,3100
2020-03-05,116.0530014038086,117.2249984741211,114.5199966430664,115.52999877929688,115.25237274169922,9900
