Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,28.368000030517578,29.808000564575195,28.368000030517578,29.808000564575195,25.111337661743164,20625
2020-01-03,28.799999237060547,29.628000259399414,28.68000030517578,28.992000579833984,24.42391014099121,12375
2020-01-06,28.559999465942383,29.95199966430664,28.559999465942383,29.472000122070312,24.828279495239258,9917
2020-01-07,29.040000915527344,29.040000915527344,28.559999465942383,28.68000030517578,24.161073684692383,10958
2020-01-08,29.040000915527344,29.856000900268555,28.920000076293945,29.38319969177246,24.75347137451172,16667
2020-01-09,29.92799949645996,29.92799949645996,29.016000747680664,29.457599639892578,24.81614875793457,4917
2020-01-10,29.736000061035156,30.626399993896484,29.736000061035156,30.0,25.273088455200195,28208
2020-01-13,30.143999099731445,30.672000885009766,29.832000732421875,30.465599060058594,25.665321350097656,9375
2020-01-14,30.695999145507812,30.695999145507812,29.375999450683594,29.988000869750977,25.26297950744629,8583
2020-01-15,30.360000610351562,30.360000610351562,29.472000122070312,29.639999389648438,24.969812393188477,9375
2020-01-16,30.239999771118164,31.464000701904297,30.239999771118164,31.33679962158203,26.399255752563477,10792
2020-01-17,31.992000579833984,33.2400016784668,31.464000701904297,33.02399826049805,27.820613861083984,17250
2020-01-21,32.7599983215332,32.7599983215332,31.968000411987305,32.07120132446289,27.017942428588867,20875
2020-01-22,32.8583984375,33.31679916381836,32.42639923095703,32.54399871826172,27.416240692138672,8833
2020-01-23,32.20800018310547,32.20800018310547,30.743999481201172,31.783199310302734,26.77531623840332,51167
2020-01-24,32.11199951171875,32.11199951171875,30.600000381469727,30.813600540161133,25.958492279052734,17625
2020-01-27,28.176000595092773,28.788000106811523,27.79199981689453,28.079999923706055,23.655609130859375,23750
2020-01-28,28.799999237060547,30.503999710083008,28.775999069213867,30.24959945678711,25.48335838317871,9792
2020-01-29,30.81599998474121,31.631999969482422,30.25200080871582,31.332000732421875,26.39521598815918,8792
2020-01-30,30.360000610351562,30.827999114990234,29.654399871826172,30.360000610351562,25.57636070251465,18917
2020-01-31,29.760000228881836,29.760000228881836,28.3439998626709,28.775999069213867,24.241943359375,14750
2020-02-03,29.486400604248047,30.95039939880371,29.486400604248047,30.09600067138672,25.35396385192871,9292
2020-02-04,31.257600784301758,31.464000701904297,30.695999145507812,31.163999557495117,26.25368309020996,26167
2020-02-05,32.400001525878906,32.71200180053711,30.780000686645508,30.952800750732422,26.075759887695312,14542
2020-02-06,30.972000122070312,30.972000122070312,29.760000228881836,29.760000228881836,25.07090187072754,5042
2020-02-07,28.75200080871582,29.280000686645508,28.392000198364258,29.23200035095215,24.626096725463867,13208
2020-02-10,29.13599967956543,29.280000686645508,28.511999130249023,29.280000686645508,24.666532516479492,5917
2020-02-11,29.81999969482422,31.3439998626709,29.81999969482422,30.849599838256836,25.988819122314453,9375
2020-02-12,31.200000762939453,32.58000183105469,31.200000762939453,32.30400085449219,27.214061737060547,13542
2020-02-13,31.200000762939453,31.72559928894043,30.983999252319336,31.624799728393555,26.641878128051758,9167
2020-02-14,31.440000534057617,32.040000915527344,31.440000534057617,31.992000579833984,26.951221466064453,14625
2020-02-18,31.488000869750977,31.992000579833984,31.488000869750977,31.59119987487793,26.613571166992188,14250
2020-02-19,31.910400390625,31.910400390625,31.24799919128418,31.488000869750977,26.526634216308594,3750
2020-02-20,31.007999420166016,31.007999420166016,29.639999389648438,30.1343994140625,25.386306762695312,10875
2020-02-21,29.304000854492188,30.323999404907227,28.992000579833984,29.791200637817383,25.097185134887695,6333
2020-02-24,26.351999282836914,27.11039924621582,24.76799964904785,26.808000564575195,22.58403205871582,50583
2020-02-25,27.04800033569336,27.45840072631836,25.031999588012695,25.368000030517578,21.37092399597168,21750
2020-02-26,25.176000595092773,25.895999908447266,24.600000381469727,24.65519905090332,20.77043342590332,4958
2020-02-27,22.920000076293945,22.992000579833984,21.506399154663086,21.84000015258789,18.398807525634766,23000
2020-02-28,19.200000762939453,21.215999603271484,18.479999542236328,21.215999603271484,17.873126983642578,33167
2020-03-02,21.215999603271484,22.992000579833984,20.760000228881836,22.992000579833984,19.369295120239258,18042
2020-03-03,22.74959945678711,24.79199981689453,22.593599319458008,23.02079963684082,19.3935546875,23000
2020-03-04,24.79199981689453,24.79199981689453,23.399999618530273,24.451200485229492,20.59857749938965,10750
